Timestamp,sWorld.GetCurrentDiff(),sWorld.GetAverageDiff(),sWorld.GetMaxDiff(),virtualMemUsedByMe,activityPercentage,activityPercentageMod,activeBots,playerBots.size(),avarageLevel1-9,avarageLevel10-19,avarageLevel20-29,avarageLevel30-39,avarageLevel40-49,avarageLevel50-59,avarageLevel60,avarageGold,avarageGearScore
62483, 0,0,0,804143104,76,26,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
72937, 865,125,2773,1781100544,24.5,-25.5,0,205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
82850, 63,88,2773,1887129600,58.87,8.87,89,205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
92775, 63,79,2773,1981784064,53.93,3.93,38,205,0.0000,0.0752,0.0000,0.0000,0.0413,0.0000,0.0000,0.0000,0.0000
102720, 61,74,2773,2027712512,53.64,3.64,55,205,0.0000,0.1109,0.0255,0.0000,0.0413,0.0000,0.0000,0.0000,0.0000
112667, 62,63,2773,2056675328,55.76,5.76,27,205,0.0000,0.1162,0.0204,0.0906,0.0413,0.0000,0.0000,0.0000,0.0000
122590, 67,64,2773,2016124928,53.67,3.67,34,205,0.0000,0.1325,0.0605,0.1788,0.0413,0.0000,0.0000,0.0000,0.0000
132502, 64,64,2773,1909493760,54.23,4.23,36,205,0.0000,0.1169,0.0472,0.1726,0.0413,0.0000,0.0000,0.0000,0.0000
142433, 62,64,2773,1929396224,54.59,4.59,26,205,0.0000,0.1440,0.0389,0.1842,0.0413,0.0000,0.0000,0.0000,0.0000
152376, 63,64,2773,1949405184,54.95,4.95,26,205,0.0000,0.1307,0.0331,0.1819,0.0413,0.0000,0.0000,9.3396,0.0000
162298, 64,63,2773,1983864832,55.57,5.57,28,205,0.0000,0.1483,0.0289,0.1802,0.0413,0.0000,0.0000,7.5472,0.0000
172259, 61,62,2773,2012332032,56,6,28,205,0.0000,0.1304,0.0256,0.1729,0.0413,0.0000,0.0000,6.3396,0.0000
182202, 65,63,2773,1961529344,55.92,5.92,41,205,0.0000,0.1170,0.0335,0.1677,0.0413,0.0000,0.0000,5.4692,0.0000
192120, 62,63,2773,1889239040,56.49,6.49,40,205,0.0000,0.1187,0.1040,0.1931,0.0413,0.0000,0.0000,4.8113,0.0000
202034, 61,64,2773,1932128256,56.6,6.6,36,205,0.0000,0.1261,0.0908,0.1869,0.0413,0.0000,0.0000,11.9376,0.0000
211989, 61,65,2773,2059329536,56.9,6.9,41,205,0.0000,0.1169,0.0808,0.1819,0.0413,0.0000,0.0000,10.6739,0.0000
221940, 61,65,2773,2068893696,57.45,7.45,43,205,0.0000,0.1295,0.0728,0.1778,0.0450,0.0000,0.0000,10.4082,0.0000
231855, 63,65,2773,2103717888,57.8,7.8,43,205,0.0000,0.1210,0.0972,0.1743,0.0447,0.0000,0.0000,9.4914,0.0000
241817, 62,65,2773,2055225344,58.15,8.15,45,205,0.0000,0.1136,0.0889,0.1713,0.0444,0.0000,0.0000,8.6423,0.0000
251763, 62,63,2773,2017280000,59.02,9.02,49,205,0.0000,0.1216,0.0966,0.1708,0.0442,0.0000,0.0000,8.8746,0.0000
261689, 64,64,2773,2061623296,58.73,8.73,54,205,0.0000,0.1150,0.0895,0.1849,0.0439,0.0000,0.0000,8.3240,0.0000
271591, 63,64,2773,2097364992,59.29,9.29,54,205,0.0000,0.1165,0.1053,0.1820,0.0438,0.0243,0.0000,7.2500,0.0000
281550, 63,63,2773,2113609728,59.91,9.91,55,205,0.0000,0.1296,0.1166,0.1794,0.0436,0.0231,0.0000,6.6459,0.0000
291461, 51,67,2773,2295332864,59.04,9.04,58,205,0.0000,0.1218,0.1046,0.1770,0.0704,0.0438,0.0000,7.3264,0.0000
301387, 64,67,2773,2158288896,60.17,10.17,58,205,0.0000,0.1152,0.0997,0.1749,0.0812,0.0417,0.0000,6.8099,0.0000
311300, 109,69,2773,2207408128,59.98,9.98,55,205,0.0000,0.1087,0.0915,0.1832,0.0771,0.0398,0.0000,6.1496,0.0000
321239, 63,70,2773,2264412160,60.43,10.43,61,205,0.0000,0.1036,0.0876,0.1810,0.0737,0.0381,0.0000,5.7861,0.0000
331158, 61,70,2773,2309365760,60.93,10.93,58,205,0.0000,0.1780,0.0815,0.1790,0.0871,0.0365,0.0000,5.4678,0.0000
341100, 63,68,2773,2460622848,61.75,11.75,62,205,0.0000,0.1501,0.0798,0.1772,0.0833,0.0861,0.0000,8.1999,0.0000
351409, 1026,67,2773,2516013056,61.93,11.93,70,205,0.0000,0.1427,0.0808,0.1754,0.0762,0.0805,0.0000,6.8005,0.0000
361345, 62,68,2773,2400313344,61.8,11.8,74,205,0.0000,0.2060,0.0854,0.1739,0.0736,0.0756,0.0000,6.0726,0.0000
371301, 62,69,2773,2314145792,62.06,12.06,72,205,0.0000,0.1860,0.0806,0.1724,0.0713,0.0714,0.0000,5.8126,0.0000
381242, 62,67,2773,2360139776,63.09,13.09,71,205,0.0000,0.1735,0.0835,0.1710,0.0809,0.0676,0.0000,5.4184,0.0000
391150, 63,65,2773,2378383360,63.54,13.54,72,205,0.0000,0.1604,0.0864,0.1698,0.0785,0.0643,0.0000,11.2000,0.0000
401074, 62,64,2773,2399096832,63.75,13.75,74,205,0.0000,0.1549,0.0903,0.1556,0.0763,0.0915,0.0000,8.8213,0.0000
410985, 62,64,2773,2408525824,63.91,13.91,77,205,0.0000,0.1746,0.0895,0.1546,0.0744,0.0871,0.0000,7.5813,0.0000
420930, 64,65,2773,2422075392,64.01,14.01,78,205,0.0000,0.1643,0.0899,0.1536,0.1072,0.0832,0.0000,6.7723,0.0000
430858, 62,66,2773,2421186560,64.3,14.3,80,205,0.0000,0.1555,0.0893,0.2195,0.0999,0.0795,0.0000,6.1867,0.0000
440778, 64,65,2773,2443067392,65.1,15.1,79,205,0.0000,0.1479,0.0857,0.2186,0.0943,0.0984,0.0000,5.6863,0.0000
450739, 64,66,2773,2502766592,64.99,14.99,77,205,0.0000,0.1620,0.0823,0.2178,0.1115,0.1186,0.0000,5.2795,0.0000
461064, 467,65,2773,2526334976,65.79,15.79,81,205,0.0000,0.1574,0.0836,0.2171,0.1055,0.1271,0.0000,5.1542,0.0000
471005, 62,64,2773,2528260096,66.2,16.2,79,205,0.0000,0.1618,0.0805,0.2163,0.0958,0.1332,0.0000,46.1639,0.0000
480915, 60,64,2773,2493952000,66.36,16.36,84,205,0.0000,0.1553,0.0820,0.2157,0.1105,0.1289,0.0000,46.5934,0.0000
490834, 63,64,467,2469994496,66.72,16.72,85,205,0.0000,0.1530,0.0792,0.2150,0.1056,0.1248,0.0000,43.6840,0.0000
500742, 63,64,467,2484502528,67.08,17.08,86,205,0.0000,0.1500,0.0766,0.3104,0.1013,0.1211,0.0000,43.7484,0.0000
510704, 65,64,467,2522632192,67.44,17.44,89,205,0.0000,0.1748,0.0760,0.2778,0.1094,0.1359,0.0000,40.6529,0.0000
520647, 62,64,467,2571038720,67.8,17.8,89,205,0.0000,0.2223,0.0707,0.2612,0.1084,0.1319,0.0000,37.6954,0.0000
530596, 63,64,467,2599116800,68.16,18.16,89,205,0.0000,0.2153,0.0706,0.2511,0.1046,0.1281,0.0000,35.7766,0.0000
540509, 85,64,467,2568278016,68.52,18.52,92,205,0.0000,0.2347,0.0686,0.2442,0.1013,0.1246,0.0000,34.1117,0.0000
550465, 57,64,467,2525827072,68.88,18.88,93,205,0.0000,0.2215,0.0698,0.2391,0.0982,0.0970,0.0000,34.8371,0.0000
560409, 63,64,467,2544680960,69.24,19.24,98,205,0.0000,0.2085,0.0679,0.2352,0.0955,0.0945,0.0000,32.5945,0.0000
570336, 63,64,467,2555371520,69.6,19.6,97,205,0.0000,0.2002,0.0661,0.2321,0.0956,0.1042,0.0000,30.9379,0.0000
580270, 63,63,467,2571669504,70.22,20.22,97,205,0.0000,0.1938,0.0669,0.2295,0.0932,0.1016,0.0000,29.3383,0.0000
590228, 61,63,467,2607943680,70.39,20.39,100,205,0.0000,0.2018,0.0652,0.2273,0.0934,0.0991,0.0000,36.5279,2.7907
600178, 57,64,467,2569457664,70.5,20.5,101,205,0.0000,0.1990,0.0636,0.2255,0.0913,0.1728,0.0000,32.4299,1.8462
610103, 64,65,762,2586705920,70.8,20.8,103,205,0.0000,0.1911,0.0620,0.2239,0.0913,0.1597,0.0000,30.0945,1.3846
620024, 61,66,762,2602577920,71.09,21.09,103,205,0.0000,0.1998,0.0627,0.2224,0.0908,0.1494,0.0000,28.3919,1.1077
629966, 61,65,762,2608443392,71.89,21.89,103,205,0.0000,0.1926,0.0613,0.2212,0.0929,0.1410,0.0000,26.0163,0.9160
639920, 61,64,762,2618253312,72.3,22.3,105,205,0.0000,0.1949,0.0599,0.2246,0.0912,0.1340,0.0000,27.8073,0.7852
649880, 62,63,762,2618322944,72.72,22.72,107,205,0.0000,0.2168,0.0586,0.2095,0.0895,0.1279,0.0000,25.8326,0.6818
659837, 63,64,762,2605821952,72.63,22.63,111,205,0.0000,0.2373,0.0588,0.2018,0.0840,0.1227,0.0000,24.2307,0.6015
669853, 133,64,762,2562322432,73.19,23.19,113,205,0.0000,0.2371,0.0565,0.1927,0.0826,0.1180,0.0000,22.9124,0.5333
679784, 62,65,422,2586382336,73.29,23.29,115,205,0.0000,0.2778,0.0554,0.3105,0.0813,0.1139,0.0000,22.2642,0.4848
689719, 62,65,422,2597765120,73.84,23.84,115,205,0.0000,0.2512,0.0529,0.3379,0.0998,0.1405,0.0000,31.5802,0.4380
699628, 63,64,422,2619789312,74.45,24.45,117,205,0.0000,0.2987,0.0519,0.3233,0.0937,0.1358,0.0000,35.6378,0.4013
709539, 51,64,422,2638921728,74.61,24.61,120,205,0.0000,0.3426,0.0491,0.3114,0.1015,0.1565,0.0000,33.0378,0.3727
719461, 62,64,422,2609864704,74.97,24.97,121,205,0.0000,0.3391,0.0494,0.3012,0.0966,0.1513,0.0000,31.1476,0.3453
729380, 61,64,422,2595889152,75.33,25.33,122,205,0.0000,0.3100,0.0485,0.2936,0.0942,0.1465,0.0000,30.3415,0.3214
739322, 63,64,422,2627194880,75.69,25.69,121,205,0.0000,0.2889,0.0479,0.2707,0.0924,0.1422,0.0000,28.7203,0.3025
749256, 62,63,422,2640277504,76.31,26.31,124,205,0.0000,0.2915,0.0474,0.2553,0.0899,0.1382,0.0000,27.7702,0.2857
759179, 50,63,422,2667925504,76.48,26.48,124,205,0.0000,0.2750,0.0470,0.2620,0.0897,0.1346,0.0000,26.5507,0.2669
769106, 57,63,422,2677739520,76.85,26.85,127,205,0.0000,0.2777,0.0452,0.2750,0.0889,0.1497,0.0000,29.8599,0.2535
779130, 127,63,422,2647023616,77.22,27.22,127,205,0.0000,0.2745,0.0386,0.2808,0.0878,0.1458,0.0000,28.9835,0.2414
789093, 63,64,422,2653712384,77.33,27.33,128,205,0.0000,0.2616,0.0382,0.2758,0.0791,0.1422,0.0000,26.8489,0.2257
799010, 62,65,422,2675175424,77.63,27.63,130,205,0.0000,0.2655,0.0379,0.2712,0.0785,0.1389,0.0000,26.1193,0.2159
808920, 63,65,422,2691244032,78.18,28.18,131,205,0.0000,0.2564,0.0377,0.2603,0.0769,0.1357,0.0000,25.3564,0.2069
818840, 62,65,422,2702606336,78.53,28.53,134,205,0.0000,0.2557,0.0332,0.2511,0.0799,0.1328,0.0000,22.8328,0.1986
828772, 63,63,422,2715058176,79.4,29.4,134,205,0.0000,0.2519,0.0329,0.2460,0.0798,0.1395,0.0000,21.8819,0.1910
838677, 62,62,422,2689396736,79.63,29.63,135,205,0.0000,0.2415,0.0710,0.2991,0.0788,0.1371,0.0000,21.2156,0.1826
848625, 63,63,422,2693181440,79.55,29.55,135,205,0.0000,0.2698,0.1011,0.2783,0.0757,0.1349,0.0000,23.3669,0.1737
858573, 85,63,422,2704203776,80.12,30.12,138,205,0.0000,0.2579,0.0880,0.2654,0.0749,0.1271,0.0000,22.9926,0.1678
868522, 62,63,422,2729836544,80.49,30.49,140,205,0.0000,0.2467,0.0809,0.2548,0.0748,0.1251,0.0000,22.5606,0.1622
878448, 60,63,422,2743562240,80.86,30.86,138,205,0.0000,0.2384,0.1071,0.2487,0.0720,0.1273,0.0000,22.0687,0.1569
888375, 62,63,422,2760462336,81.23,31.23,138,205,0.0000,0.2373,0.1015,0.2410,0.0711,0.1253,0.0000,21.3883,0.1500
898402, 132,63,422,2742427648,81.6,31.6,140,205,0.0000,0.2243,0.0947,0.2308,0.0714,0.1234,0.0000,20.7433,0.1435
908325, 53,63,422,2745487360,81.97,31.97,142,205,0.0000,0.2782,0.0897,0.2247,0.0680,0.1216,0.0000,20.4155,0.1384
918226, 61,63,422,2773987328,82.34,32.34,143,205,0.0000,0.2630,0.0855,0.1806,0.0662,0.1287,0.0000,19.8441,0.1319
928144, 54,64,422,2829815808,82.45,32.45,146,205,0.0000,0.2509,0.0808,0.1765,0.0671,0.1194,0.0000,19.5695,0.1282
938101, 61,63,422,2845351936,83.27,33.27,146,205,0.0000,0.2408,0.0786,0.1727,0.0707,0.1230,0.0000,19.2576,0.1239
948039, 63,63,422,2854547456,83.44,33.44,146,205,0.0000,0.2298,0.0777,0.1706,0.0701,0.1214,0.0000,19.0438,0.1199
957980, 64,63,422,2814664704,83.81,33.81,150,205,0.0000,0.2329,0.0994,0.1674,0.0716,0.1198,0.0000,19.1087,0.1168
967897, 63,63,422,2790940672,84.18,34.18,150,205,0.0000,0.2242,0.0958,0.1574,0.0697,0.1183,0.0000,18.8635,0.1125
977850, 61,64,422,2809946112,84.29,34.29,152,205,0.0000,0.2228,0.0918,0.1670,0.0702,0.1169,0.0000,18.6400,0.1098
987770, 63,65,602,2859036672,84.59,34.59,152,205,0.0000,0.2174,0.0864,0.1636,0.0699,0.1086,0.0000,18.5702,0.1821
1007088, 15267,91,15267,2947805184,78.38,28.38,152,205,0.0000,0.2124,0.0853,0.1630,0.0712,0.1073,0.0000,18.5039,0.1797
1017131, 490,97,15267,3245273088,82.11,32.11,135,572,0.0000,0.0566,0.0300,0.0711,0.0406,0.0482,0.0000,8.4230,0.0700
1027034, 60,107,15267,3320799232,80.74,30.74,381,605,0.0000,0.0728,0.0514,0.0664,0.0856,0.0457,0.0000,7.5032,0.0621
1037015, 117,110,15267,3338444800,81.89,31.89,433,605,0.0000,0.1582,0.1115,0.0745,0.0696,0.0451,0.0000,7.4621,0.0608
1047130, 539,123,15267,3603456000,79.01,29.01,431,972,0.0000,0.1892,0.0874,0.0387,0.0521,0.0191,0.0000,5.6426,0.0394
1057076, 52,134,15267,3742007296,78.52,28.52,665,1000,0.0000,0.2204,0.1566,0.0363,0.0855,0.0176,0.0000,6.2664,0.0365
1066983, 91,144,15267,3766407168,77.78,27.78,671,1000,0.0000,0.2792,0.2009,0.0652,0.0835,0.0163,0.0000,4.7848,0.0361
1076996, 158,152,15267,3783421952,77.26,27.26,646,1000,0.0000,0.2673,0.2454,0.0700,0.0938,0.0400,0.0000,6.3998,-0.1033
1087033, 154,160,15267,3640152064,76.26,26.26,621,1000,0.0000,0.2919,0.2430,0.0689,0.0918,0.0351,0.0000,7.4025,0.1569
1096961, 56,136,15267,3703951360,83.5,33.5,606,1000,0.0000,0.2726,0.2488,0.0747,0.0976,0.0379,0.0000,9.2363,-0.0723
1106866, 63,134,15267,3792539648,78.86,28.86,645,1000,0.0000,0.2800,0.2501,0.0759,0.1041,0.0400,0.0000,9.1918,0.0338
1116947, 237,137,15267,3817988096,77.34,27.34,683,1000,0.0000,0.2955,0.2536,0.0766,0.1063,0.0367,0.0000,9.4838,-0.3116
1126912, 107,121,15267,3825016832,81.73,31.73,630,1000,0.0000,0.3021,0.2419,0.0816,0.1028,0.0381,0.0000,11.8628,-0.5203
1136848, 247,115,15267,3867693056,79.88,29.88,629,1000,0.0000,0.3026,0.2418,0.0902,0.1018,0.0355,0.0000,13.7820,-0.2591
1146906, 211,115,15267,3735613440,78.53,28.53,676,1000,0.0000,0.2998,0.2475,0.0941,0.0989,0.0344,0.0000,13.5465,-0.1704
1156817, 320,113,15267,3825975296,78.9,28.9,644,1000,0.0000,0.3042,0.2351,0.0892,0.1027,0.0328,0.0000,13.2019,-0.0310
1166721, 59,112,15267,3850452992,78.63,28.63,630,1000,0.0000,0.2967,0.2359,0.0926,0.0996,0.0372,0.0000,13.8418,-0.0189
1176655, 54,105,15267,3881500672,80.13,30.13,626,1000,0.0000,0.2918,0.2242,0.0908,0.0953,0.0355,0.0000,13.8547,-0.0132
1186652, 99,107,15267,3922235392,78.16,28.16,633,1000,0.0000,0.2860,0.2331,0.0883,0.0949,0.0341,0.0000,14.6113,-0.1321
1196607, 161,101,15267,3929120768,80.05,30.05,641,1000,0.0000,0.2891,0.2374,0.0887,0.0950,0.0388,0.0000,14.4920,-0.2737
1206580, 100,100,15267,3859341312,79.1,29.1,632,1000,0.0000,0.2930,0.2276,0.0909,0.0930,0.0373,0.0000,14.3185,-0.3535
1216583, 131,101,15267,3895881728,78.64,28.64,642,1000,0.0000,0.2865,0.2186,0.0911,0.0937,0.0360,0.0000,14.5354,-0.2466
1226496, 179,102,15267,3919732736,78.57,28.57,631,1000,0.0000,0.2880,0.2114,0.0877,0.0991,0.0348,0.0000,14.6682,-0.2350
1236457, 131,102,15267,3950477312,78.75,28.75,630,1000,0.0000,0.2846,0.2080,0.0850,0.1002,0.0355,0.0000,14.8185,-0.2241
1246359, 50,101,15267,3956441088,78.99,28.99,630,1000,0.0000,0.2852,0.2067,0.0828,0.0985,0.0354,0.0000,14.9360,-0.2532
1256281, 82,102,15267,3966111744,78.52,28.52,624,1000,0.0000,0.2813,0.2047,0.0800,0.0961,0.0731,0.0000,15.2309,-0.2803
1266261, 90,102,15267,3858223104,78.7,28.7,620,1000,0.0000,0.2735,0.2032,0.0789,0.0942,0.0707,0.0000,15.5535,-0.3052
1276201, 62,101,15267,3882508288,78.94,28.94,619,1000,0.0000,0.2678,0.2081,0.0684,0.0937,0.0685,0.0000,16.7162,-0.2239
1286148, 126,100,15267,3913318400,78.99,28.99,620,1000,0.0000,0.2639,0.2058,0.0653,0.0912,0.0697,0.0000,15.4122,-0.2487
1296064, 52,102,15267,3944620032,78.27,28.27,618,1000,0.0000,0.2575,0.2108,0.0673,0.0908,0.0677,0.0000,15.3736,-0.2398
1305991, 57,101,15267,3980439552,78.91,28.91,616,1000,0.0000,0.2533,0.2029,0.0660,0.0894,0.0645,0.0000,19.2998,-0.7633
1315928, 78,101,15267,3990646784,78.7,28.7,609,1000,0.0000,0.2515,0.2026,0.0662,0.0884,0.0647,0.0000,18.0968,-0.6617
1325889, 85,100,15267,3910737920,78.95,28.95,616,1000,0.0000,0.2465,0.1987,0.0651,0.0879,0.0618,0.0000,18.1542,-0.6545
1335979, 228,100,15267,3948437504,78.75,28.75,619,1000,0.0000,0.2479,0.1972,0.0636,0.0887,0.0602,0.0000,18.0914,-0.7043
1345896, 123,100,15267,3968286720,78.75,28.75,617,1000,0.0000,0.2452,0.1954,0.0637,0.0894,0.0605,0.0000,19.5046,-0.5559
1355829, 104,100,15267,3995676672,78.75,28.75,617,1000,0.0000,0.2415,0.1942,0.0659,0.0897,0.0592,0.0000,19.5290,-0.5770
1365758, 163,101,15267,4023533568,78.49,28.49,618,1000,0.0000,0.2358,0.1874,0.0652,0.0871,0.0566,0.0000,18.7478,-0.5949
1375782, 152,104,15267,4050817024,77.9,27.9,616,1000,0.0000,0.2332,0.1873,0.0645,0.0895,0.0559,0.0000,18.8113,-0.6122
1385828, 200,109,15267,3986235392,77.16,27.16,606,1000,0.0000,0.2315,0.1892,0.0654,0.0944,0.0548,0.0000,18.8457,-0.5808
1395766, 94,106,15267,4003782656,78.85,28.85,595,1000,0.0000,0.2415,0.1872,0.0649,0.0930,0.0537,0.0000,18.6303,-0.4721
1405711, 55,106,15267,4036751360,78.19,28.19,597,1000,0.0000,0.2370,0.2027,0.0648,0.0941,0.0527,0.0000,18.6313,-0.4380
1415661, 106,104,15267,4059242496,78.65,28.65,612,1000,0.0000,0.2317,0.1962,0.0667,0.1005,0.0499,0.0000,18.4707,-0.4464
1425650, 141,102,15267,4068671488,78.73,28.73,610,1000,0.0000,0.2313,0.1987,0.0657,0.0976,0.0486,0.0000,18.3429,-0.4747
1435582, 117,100,15267,4075859968,78.83,28.83,616,1000,0.0000,0.2284,0.2027,0.0654,0.0960,0.0477,0.0000,17.6549,-0.3938
1445512, 63,100,15267,3946799104,78.43,28.43,615,1000,0.0000,0.2249,0.2021,0.0658,0.1019,0.0469,0.0000,19.0928,-0.3991
1455481, 113,102,15267,3995484160,77.91,27.91,614,1000,0.0000,0.2221,0.1978,0.0680,0.1024,0.0461,0.0000,18.8150,-0.4094
1465509, 140,103,15267,4019150848,78.03,28.03,606,1000,0.0000,0.2219,0.1935,0.0673,0.1006,0.0465,0.0000,18.7789,-0.4577
1475464, 203,103,15267,4037242880,78.2,28.2,604,1000,0.0000,0.2197,0.1989,0.0873,0.0998,0.0448,0.0000,19.0624,-0.4493
1485591, 255,103,15267,4051496960,78.17,28.17,611,1000,0.0000,0.2176,0.1950,0.0821,0.0992,0.0441,0.0000,20.8912,-0.3723
1495492, 50,103,15267,4059131904,78.14,28.14,609,1000,0.0000,0.2123,0.1885,0.0810,0.0989,0.7120,0.0000,23.4832,0.2702
1505589, 224,104,15267,3969810432,77.85,27.85,610,1000,0.0000,0.2103,0.1859,0.0826,0.0982,0.5588,0.0000,24.1676,0.1637
1515606, 121,102,15267,4009779200,78.53,28.53,609,1000,0.0000,0.2090,0.1845,0.0833,0.0977,0.5096,0.0000,26.3986,0.5366
1525616, 411,103,15267,4055416832,77.85,27.85,609,1000,0.0000,0.2084,0.1922,0.0829,0.0968,0.8848,0.0000,25.1861,0.4133
1535535, 90,103,15267,4073480192,78.02,28.02,614,1000,0.0000,0.2059,0.1889,0.0820,0.0997,0.8366,0.0000,24.8743,0.3434
1545477, 63,105,15267,4097941504,77.47,27.47,610,1000,0.0000,0.2050,0.1880,0.0810,0.1000,0.7995,0.0000,24.7766,0.3186
1555518, 163,105,15267,4110962688,77.82,27.82,601,1000,0.0000,0.2033,0.1862,0.0898,0.0992,0.7706,0.0000,23.8971,0.2574
1565461, 124,108,15267,3978162176,76.99,26.99,594,1000,0.0000,0.2060,0.1838,0.0847,0.0978,0.7586,0.0000,23.4275,0.2432
1575375, 118,107,15267,4041543680,77.77,27.77,598,1000,0.0000,0.2048,0.1811,0.0811,0.0984,0.7370,0.0000,23.4031,0.2653
1585329, 61,106,15267,4059541504,77.76,27.76,585,1000,0.0000,0.2024,0.1802,0.0798,0.0985,0.7651,0.0000,23.7748,0.2919
1595369, 211,107,15267,4100505600,77.24,27.24,598,1000,0.0000,0.2005,0.1788,0.0780,0.0992,0.7493,0.0000,23.4549,0.2706
1605398, 234,105,15267,4104617984,77.89,27.89,595,1000,0.0000,0.2002,0.1780,0.0776,0.0980,0.7363,0.0000,23.3001,0.2519
1615344, 159,105,15267,4117049344,77.44,27.44,589,1000,0.0000,0.2025,0.1789,0.0761,0.0959,0.7008,0.0000,23.0991,0.1773
1625288, 265,107,15267,4019838976,76.87,26.87,594,1000,0.0000,0.2008,0.1816,0.0756,0.0952,0.6900,0.0000,23.2786,0.1656
1635269, 340,106,15267,4056244224,77.46,27.46,586,1000,0.0000,0.1971,0.1808,0.0750,0.0948,0.6812,0.0000,23.3855,0.1552
1645208, 62,105,15267,4077838336,77.46,27.46,585,1000,0.0000,0.1905,0.1738,0.0735,0.0953,0.6792,0.0000,23.1805,0.2093
1655191, 213,103,15267,4101742592,77.73,27.73,596,1000,0.0000,0.1915,0.1722,0.0725,0.0954,0.6736,0.0000,23.6164,0.1844
1665098, 122,106,15267,4121948160,76.52,26.52,595,1000,0.0000,0.1895,0.1686,0.0725,0.0943,0.6663,0.0000,23.7517,0.2638
1675134, 257,106,15267,4128165888,77.06,27.06,600,1000,0.0000,0.1853,0.1643,0.0723,0.0949,0.6619,0.0000,23.5558,0.2268
1685096, 64,107,15267,4032172032,76.74,26.74,584,1000,0.0000,0.1839,0.1614,0.0716,0.0979,0.6580,0.0000,23.6431,0.2336
1695039, 58,108,15267,4059394048,76.61,26.61,585,1000,0.0000,0.1817,0.1585,0.0710,0.0997,0.6558,0.0000,24.8059,-0.0090
1704945, 66,108,15267,4082003968,76.73,26.73,579,1000,0.0000,0.1790,0.1547,0.0709,0.0985,0.6528,0.0000,24.3399,0.0945
1714870, 113,108,15267,4096073728,76.65,26.65,580,1000,0.0000,0.1765,0.1539,0.0690,0.0990,0.6657,0.0000,24.1217,0.1482
1724947, 235,106,15267,4109709312,77.09,27.09,580,1000,0.0000,0.1738,0.1524,0.0675,0.0993,0.6744,0.0000,23.6946,0.1211
1734853, 73,105,15267,4123742208,76.89,26.89,580,1000,0.0000,0.1736,0.1477,0.0678,0.0987,0.6705,0.0000,23.5501,0.1765
1744806, 59,102,15267,4019417088,77.42,27.42,592,1000,0.0000,0.1713,0.1484,0.0677,0.0980,0.6685,0.0000,23.4735,0.1844
1754759, 130,103,15267,4058185728,76.54,26.54,587,1000,0.0000,0.1696,0.1459,0.0672,0.0978,0.6645,0.0000,23.4760,0.1889
1764757, 140,104,15267,4091973632,76.45,26.45,590,1000,0.0000,0.1671,0.1457,0.0678,0.0975,0.6641,0.0000,23.3444,0.2085
1774682, 119,104,15267,4140998656,76.61,26.61,582,1000,0.0000,0.1688,0.1448,0.0675,0.0973,0.6757,0.0000,23.1577,0.2711
1784782, 259,105,15267,4162875392,76.31,26.31,574,1000,0.0000,0.1657,0.1412,0.0665,0.0967,0.6704,0.0000,23.6754,0.2889
1794721, 61,107,15267,4175507456,75.94,25.94,579,1000,0.0000,0.1630,0.1425,0.0667,0.0967,0.6678,0.0000,23.4762,0.3353
1804667, 52,103,591,4061491200,77.31,27.31,567,1000,0.0000,0.1606,0.1437,0.0676,0.0965,0.6652,0.0000,23.0952,0.3069
1814599, 77,101,591,4108627968,77,27,571,1000,0.0000,0.1585,0.1446,0.0672,0.0942,0.6629,0.0000,23.0109,0.3077
1824591, 112,100,591,4157440000,76.85,26.85,592,1000,0.0000,0.1642,0.1457,0.0670,0.0928,0.6625,0.0000,22.3716,0.2649
1834553, 127,100,591,4173643776,76.65,26.65,596,1000,0.0000,0.1729,0.1431,0.0671,0.0998,0.6595,0.0000,21.2466,0.3092
1844571, 134,100,591,4186718208,76.65,26.65,585,1000,0.0000,0.1722,0.1419,0.0679,0.0998,0.6434,0.0000,21.1424,0.3245
1854524, 65,101,591,4230590464,76.39,26.39,582,1000,0.0000,0.1701,0.1406,0.0679,0.0989,0.6415,0.0000,20.9723,0.3382
1864479, 96,104,591,4116111360,75.8,25.8,582,1000,0.0000,0.1699,0.1379,0.0694,0.0988,0.6417,0.0000,20.9193,0.2652
1874453, 132,102,591,4157280256,76.88,26.88,578,1000,0.0000,0.1702,0.1380,0.0693,0.1088,0.6376,0.0000,20.8344,0.3081
1884380, 66,101,591,4183896064,76.72,26.72,576,1000,0.0000,0.1697,0.1381,0.0678,0.1105,0.6359,0.0000,22.0960,0.4028
1894334, 108,100,591,4221059072,76.77,26.77,583,1000,0.0000,0.1806,0.1405,0.0681,0.1110,0.6350,0.0000,24.8720,0.3436
1904324, 96,103,591,4251037696,75.79,25.79,589,1000,0.0000,0.1788,0.1396,0.0696,0.1113,0.6750,0.0000,24.3543,0.4087
1914277, 59,101,591,4256612352,76.88,26.88,587,1000,0.0000,0.1765,0.1381,0.0713,0.1110,0.6745,0.0000,24.1393,0.4450
1924459, 758,104,758,4168093696,75.69,25.69,572,1000,0.0000,0.1715,0.1389,0.0713,0.1105,0.6513,0.0000,23.5700,0.4521
